"incr_cost","incr_qaly","icer"
199884.563053465,0.364164983629735,548884.632072966
187673.948812235,0.306959981638389,611395.491394454
193928.36133819,0.179967723872292,1077573.00678984
192195.462349632,0.345576738237854,556158.563593327
208702.32696904,0.212236843445641,983346.357685977
201951.506507324,0.216214954374293,934031.168619924
197558.117585237,0.190449656149596,1037324.6220516
185054.013445656,0.185485966149664,997671.237813975
206060.081068247,0.22918692085133,899091.799404711
207445.390564434,0.164731623302269,1259293.0635048
199930.542649352,0.272734369665627,733059.580625894
146245.080809434,0.135004512678874,1083260.68445798
220067.256685866,0.167903602938433,1310676.2025027
183385.86560947,0.111568923754211,1643700.22976535
189395.335202654,0.37136537508769,509997.290829637
188689.634939165,0.355923227020889,530141.391778545
177104.716937198,0.199855518513538,886163.755969549
196127.205420418,0.203748225252888,962595.895875846
177340.567009321,0.283799163542802,624880.51337253
183325.582975667,0.203665695672836,900129.903418574
170413.501580559,0.0714956672948425,2383550.05314919
177620.415991895,0.333820837112225,532083.070453094
183043.787871225,0.185955961605125,984339.44408793
172818.307431264,0.218341690600144,791503.93567187
186042.430665015,0.321078669145822,579429.43129779
171658.679687873,0.145087078519417,1183142.43721504
191844.223782356,0.0378566987870232,5067642.71395259
210924.095779179,0.248144024553446,850006.749744439
199274.024457988,0.34584486384969,576194.835568227
173184.740725736,0.101951787770191,1698692.53412319
195077.599273382,0.159615955455925,1222168.54020743
182068.600917472,0.117004579777155,1556080.97789195
212732.900249675,0.176686435387673,1204013.76474041
173082.541378032,0.246740800691264,701475.154871538
180556.841211814,0.377389383449998,478436.461463777
191057.032227627,0.28225063544813,676905.587561512
170917.559158057,-0.0448633613660526,-3809735.91709933
186016.678037591,0.104554193990961,1779141.23706671
203617.844834548,0.196894500527441,1034146.93802568
177008.548583936,0.140341832084681,1261267.19278633
205174.67673627,0.260013886065712,789091.22832162
170939.184978902,0.217046484838938,787569.469764736
180531.156890962,0.170837627318185,1056741.18591406
150522.867714682,0.188717708776267,797608.601178668
177731.747760806,0.283992516698782,625832.503711068
167528.152905512,0.336899792450245,497264.043076705
194428.227534289,0.146214927467876,1329742.66650719
176370.560948411,0.243831817193982,723328.739366685
210347.576070127,0.327879356060607,641539.554662431
187642.160838394,0.128736469567287,1457568.0183642
166107.989375602,0.175670702428364,945564.553903569
192122.573762547,0.236823912061594,811246.516832217
178066.715631136,0.166019912261796,1072562.40052906
199444.892656763,0.193311399639889,1031728.56349031
193363.444529463,0.158404846109543,1220691.47048535
199023.399124729,0.170264610581247,1168906.43596051
182996.458781232,0.164327299229736,1113609.60497133
185300.965904112,0.241180090373928,768309.546682812
162525.502458648,0.047513679981589,3420604.39270596
190600.839385098,0.274359893580574,694711.01223154
178732.911545529,0.0707965948073361,2524597.57467047
171219.132606901,0.188266776044115,909449.538599317
187686.119283152,0.147618917036489,1271423.22305995
178711.594874978,0.180620952161326,989428.926912963
184611.75255198,0.175310315159492,1053056.98859776
193539.035387196,0.0437769524055209,4421025.78531226
170144.68584878,0.267402684836547,636286.378174487
193746.2006153,0.243225762958065,796569.402266422
204084.537105487,0.232939607931929,876126.38708109
205485.524598639,0.307108121172868,669098.309135803
204489.234762339,0.355711637219505,574873.614933634
192162.688873354,0.264329455433169,726981.745407253
182939.470957193,0.232433784694338,787060.586729109
181572.584629494,0.348673315464002,520752.740678947
199905.886137559,0.165078291046601,1210976.22752301
183598.532177194,0.158447459071375,1158734.46790011
190298.093604011,0.130130614019001,1462362.21997864
205281.789206266,0.191053659536768,1074471.90335948
202841.694597467,0.242393081069839,836829.556776928
175760.044386948,0.209484743764543,839011.191118046
193022.370808275,0.205234887140123,940494.92997012
189267.881421484,0.133616703543108,1416498.6592445
173832.146989986,0.174482666579092,996271.723708377
193933.980743324,0.187958472639145,1031791.6400377
160153.238167019,0.0833908545336154,1920513.21530061
191626.328551105,0.054611434904743,3508904.84539278
210639.955697067,0.245178950994522,859127.404055875
180162.508992101,0.114097125480363,1579027.58928934
190150.546996485,0.304159005974422,625168.22866154
166148.909303494,0.263687139078199,630098.646010266
178427.972350411,0.0988811127584944,1804469.70480804
212996.371037887,0.217810135545034,977899.263066428
198007.514286488,0.1458885678371,1357251.75195073
178954.153182348,0.0722116467323837,2478189.61732796
177973.236349504,0.178594782962367,996519.794125265
189409.413098489,0.169228676731447,1119251.28031975
180359.885889949,0.272239056296865,662505.550611646
180522.984786465,0.211142693328684,854980.970170002
194777.210943633,0.202734123512553,960751.981802277
186187.433810897,0.158832544410058,1172224.71315587
210265.812754899,0.144877814489338,1451332.03103622
194159.545839441,0.17502399936334,1109330.98629735
172154.486993693,0.114283498977493,1506380.96080342
213850.068605209,0.215264874035321,993427.60663368
192928.992620488,0.19241816474793,1002654.77988124
154904.292373592,-0.0789484667718736,-1962093.73921342
203919.307409436,0.21917513474214,930394.351755949
181029.787420515,0.188723821710561,959231.250086452
174830.516604789,0.100779184927389,1734787.9597434
194265.946016196,0.330654894546655,587518.73696757
186331.095678944,0.219670116524857,848231.423675962
186212.359511615,0.239875719077413,776286.821474916
187189.129792934,0.319480084888191,585917.991910029
180784.826091723,0.20630132903601,876314.403481943
193150.283470354,0.20454789729482,944278.997852332
174858.069300965,0.146438444827539,1194072.15439154
181882.721556853,0.245022536117436,742310.174561571
188933.69658925,0.14069807491889,1342830.71533258
164039.957046923,0.24559058760063,667940.732784428
190189.83356341,0.290409993014374,654901.133357337
